"record","uuid","date","hsample","hsampletype","state","s3","s4","h3r1","h3r2","h3r3","h3r4","h3r5","h3r7","h3none","s5","s6","s7","h1r1","h1r2","h1r3","h1r4","h1none","s8","s9","s10","rh","q1r1","q1r2","q1r3","q1r4","q1r5","q1r6","q1r7","q1r8","q1r9","q1r20","q1r10","q1r11","q1r12","q1r13","q1r14","q1r15","q1r16","q1r17","q1r18","q1r19","q2","q3","q4","q5","q6","q7","q8","q9r1","q9r2","q9r3","q9r4","q9r5","q9r6","q9r7","q9r8","q9r9","q9r10","q9r11","q9r12","q9r13","q9r14","q9r15","q10","q18r1","q18r2","q18r3","q18r4","q18r5","q18r6","q18r7","q18r8","q19","q20r1","q20r2","q20r3","q21r1","q21r2","q21r3","q21r4","q21r5","q21r6","q21r7","q21r8","q21r9","q22","q23","q24","q25","q26r1","q26r2","q26r3","q26r4","q26r5","q26r6","q26r7","q28","q29","q30","d1","d2","d3","d4r1","d4r2","d4r3","d4r4","d4r5","d5","d6","d12r1","d12r2","d12r3","d7","d8r1","d8r2","d8r3","d8r4","d8r5","d8r6","d8r7","d9r1","d9r2","d9r3","d9r4","d10","d11","conditionsmarker_split_b","conditionsmarker_split_a","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","azcounty","hpid3","q12","q16","az1","az2","az3","az4","az5","az6","az7","az8","az9","az10","az11","az12","az13","az14","az15","az16","az17","az18","q49","q50","q51","d13","weight","race","pid3"
1773,"t8rypwn7tt24j1e5",10/23/2022 14:23:00,4,2,3,2,,0,0,0,1,0,0,0,1,2,1964,0,0,1,0,0,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,2,1,4,3,2,1,4,1,4,2,4,,,,,,,2,2,,,3,4,4,1,4,4,2,4,4,2,,,,4,4,2,4,2,2,4,3,4,1,2,2,2,2,2,3,4,2,2,2,2,2,2,,,1,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,1,1,1,1,3,2,0,1,4,742.71,12,,13,,1,1,10/23/2022 14:10:00,12,3,2,4,2,2,2,3,3,2,5,3,,2,2,4,4,2,5,,3,4,2,,1,"85132",1.70009708404541,2,3
1774,"pcxjjs5ecm78kaj2",10/23/2022 14:44:00,1,1,3,1,,0,0,0,0,1,0,0,1,1,1969,0,0,1,0,0,2,5,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4,8,1,4,2,3,2,,,,,,,1,1,,,2,3,3,3,3,4,3,4,3,1,1,0,0,4,2,1,3,3,4,3,3,3,1,2,1,2,1,1,1,1,1,1,4,1,1,1,17,,,1,0,0,0,0,2,3,1,3,2,1,1,0,0,0,0,0,0,1,1,1,3,1,4,1,0,1,1707.33,4,,10,,5,6,10/23/2022 14:12:00,3,1,1,2,2,3,1,2,1,1,4,,3,2,1,2,1,9,,1,2,1,1,2,,"86001",0.0748552531003952,1,1
1778,"01mvv7q953tfawe5",10/23/2022 14:27:00,4,2,3,2,,0,0,0,1,0,0,0,1,2,1997,1,0,0,0,0,1,3,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,2,2,5,2,4,2,4,2,,,,,,,2,6,,,2,4,1,1,3,1,4,4,4,1,0,1,0,1,1,1,1,1,1,3,4,4,2,2,2,3,1,1,1,1,1,1,1,1,1,5,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,2,3,6,0,1,4,498.7,12,,13,,1,1,10/23/2022 14:18:00,8,2,1,1,1,6,2,1,3,2,3,3,,2,3,3,3,6,1,,1,1,1,,2,"85379",1.91946589946747,2,2
1779,"00fq7p8gqy2h1pg8",10/23/2022 14:43:00,4,2,3,2,,0,0,0,1,0,0,0,1,2,1964,0,0,1,0,0,1,2,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,3,3,3,5,5,3,5,5,5,,,,,,,5,5,,,6,4,4,4,4,4,4,4,4,2,,,,1,3,2,3,3,2,3,3,2,3,2,1,3,3,3,3,3,3,3,3,4,5,5,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,4,3,3,3,4,1,1,0,4,1410.89,14,,10,,1,2,10/23/2022 14:19:00,8,3,6,6,6,6,3,2,2,2,3,,3,2,3,3,3,6,,5,4,3,4,2,,"85323",1.835453748703,2,3
1781,"a643hn1dutahyr5z",10/23/2022 14:26:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1962,0,0,0,1,0,1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,1,1,4,4,10,4,4,4,4,4,,,,,,,4,4,,,5,4,4,4,4,4,4,4,4,2,,,,4,1,4,4,4,4,4,4,4,1,2,1,3,4,4,4,4,4,4,4,4,5,5,,,1,1,0,0,0,0,,,,,,4,0,0,0,1,0,0,0,1,1,1,1,6,3,0,1,4,403.09,4,,10,,5,6,10/23/2022 14:19:00,11,2,5,4,5,1,2,4,4,4,1,5,,3,3,1,5,10,5,,4,2,3,,2,"85712",1.76258623600006,2,2
1782,"eyx5naps62h3q4k7",10/23/2022 14:28:00,4,2,3,2,,0,0,0,1,0,0,0,1,2,1994,1,0,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,2,8,3,4,3,5,5,,,,,,,3,6,,,3,4,4,4,4,4,4,4,4,1,0,1,0,2,1,2,3,3,2,4,3,4,1,1,1,3,2,4,4,4,4,2,2,3,1,5,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,4,4,4,4,5,1,0,4,535.85,12,,13,,1,1,10/23/2022 14:19:00,8,3,2,3,6,6,2,2,3,2,3,,2,1,1,1,1,10,,5,1,1,1,2,,"85085",1.7000972032547,2,3
1783,"jabnnkgtw3dpjcwq",10/23/2022 14:35:00,4,2,3,2,,0,0,0,1,0,0,0,1,2,1997,1,0,0,0,0,1,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,2,3,2,10,4,1,4,2,4,,,,,,,4,3,,,4,4,1,1,1,1,4,4,4,1,1,1,0,4,4,2,3,4,3,1,2,2,1,3,1,1,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,0,0,0,1,0,1,1,1,1,1,4,5,3,0,1,4,897.15,14,,10,,1,2,10/23/2022 14:20:00,3,3,4,4,4,6,1,2,4,1,4,1,,2,3,2,3,1,5,,3,4,2,,2,"86004",2.4174976348877,2,3
1786,"72mtpfs5v2nx5spd",10/23/2022 14:46:00,4,2,3,2,,0,0,0,1,0,0,0,1,2,1960,0,0,0,1,0,1,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2,3,4,2,7,4,1,4,2,4,,,,,,,4,2,,,4,4,1,1,1,3,4,4,4,1,0,1,0,2,3,2,3,4,2,4,1,2,1,3,1,1,2,2,2,4,2,2,2,1,2,4,,,1,1,0,0,0,0,,,,,,1,0,0,1,0,0,0,0,1,4,4,4,4,1,1,0,4,1332.05,14,,10,,1,2,10/23/2022 14:22:00,8,3,3,4,3,2,2,2,3,2,4,,1,2,2,1,2,0,,5,4,3,2,2,,"85361",2.41749739646912,2,3
1791,"e8cnyg36efmk6my2",10/23/2022 14:56:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1961,0,0,0,1,0,1,5,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,9,1,4,2,3,2,,,,,,,1,2,,,1,4,4,3,2,3,2,3,4,1,1,1,0,2,2,1,2,2,1,2,3,3,2,3,1,3,1,1,1,1,1,1,1,4,1,3,,,1,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,1,4,4,4,2,2,0,1,4,1060.3,14,,10,,1,2,10/23/2022 14:38:00,8,2,1,1,1,6,2,2,2,2,3,2,,1,3,2,2,10,5,,1,1,2,,2,"85021",1.91946601867676,2,2
1797,"p1yaq5yrgt1jad4u",10/23/2022 15:15:00,1,1,3,2,,0,0,0,1,0,0,0,1,1,1995,1,0,0,0,0,1,3,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,3,4,2,8,4,1,5,2,4,,,,,,,3,4,,,3,3,3,2,3,3,4,3,4,1,0,1,0,3,4,2,3,2,3,3,4,3,1,3,2,3,2,4,2,2,2,2,3,4,2,2,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,1,5,3,1,0,1,1598.63,4,,10,,5,6,10/23/2022 14:47:00,10,3,3,3,3,1,1,1,3,2,3,,2,1,2,5,1,1,,4,1,4,1,1,,"85901",2.54473376274109,2,3
1798,"233g4djcadnkg27u",10/23/2022 14:54:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1993,1,0,0,0,0,1,5,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,1,3,1,6,5,1,4,1,4,,,,,,,1,3,,,4,2,1,1,1,1,3,1,4,1,0,1,0,3,3,3,1,3,1,3,3,1,2,3,1,2,3,2,2,2,2,2,2,1,2,2,,,1,0,1,0,0,0,,,,,,1,0,1,0,0,0,0,0,1,1,1,1,4,6,0,1,4,247.53,12,,13,,1,1,10/23/2022 14:50:00,8,3,3,4,3,5,1,2,2,2,2,1,,1,1,2,4,2,1,,3,1,3,,1,"85295",2.54473447799683,2,3
1799,"pkvv1q936r8uza8g",10/23/2022 15:10:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1977,0,0,1,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,3,1,4,10,2,4,2,4,1,,,,,,,1,4,,,1,4,4,4,3,1,3,4,4,1,0,0,1,1,1,1,1,1,2,3,4,4,2,2,1,3,1,1,1,1,3,1,1,3,3,5,12,,3,0,1,0,0,0,5,4,2,1,3,4,0,0,1,0,0,0,0,3,3,3,3,2,2,0,1,6,939.97,12,,13,,1,1,10/23/2022 14:53:00,15,1,1,1,1,4,1,1,1,2,1,5,,2,3,4,3,10,5,,1,1,2,,2,"85365",0.431166261434555,1,1
1804,"2e0aws856w2t6duk",10/23/2022 15:48:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1972,0,0,1,0,0,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,4,1,1,10,1,1,4,2,1,,,,,,,5,2,,,5,4,4,4,1,4,4,1,1,1,0,1,0,1,2,1,1,2,1,2,2,2,1,1,2,1,1,2,3,2,4,2,4,2,1,3,7,,3,0,1,0,0,0,4,2,1,3,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,6,2260.86,14,,10,,1,2,10/23/2022 15:08:00,15,2,1,1,3,1,1,1,3,3,2,,2,1,2,2,3,10,,1,4,1,1,1,,"85350",0.35930523276329,1,2
1805,"c4x95q90meupv692",10/23/2022 15:40:00,1,1,3,1,,0,0,0,0,1,0,0,1,1,1962,0,0,0,1,0,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,2,1,2,4,5,2,4,2,3,2,,,,,,,2,1,,,2,2,3,1,1,4,1,1,2,1,1,0,0,4,3,1,2,3,4,3,2,2,2,2,2,1,1,1,1,1,3,2,3,2,1,3,17,,,1,0,0,0,0,1,2,1,2,3,2,1,0,0,0,0,0,0,1,2,4,1,2,4,0,1,1,1789.01,4,,10,,5,6,10/23/2022 15:09:00,2,1,2,2,2,3,2,1,2,2,3,4,,2,3,2,1,8,2,,2,1,4,,1,"85635",0.0748552531003952,1,1
1810,"havj8sp3fke9se8h",10/23/2022 15:31:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,2004,1,0,0,0,0,1,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,,4,2,2,1,3,4,3,3,3,,,,,,,3,3,,,6,4,3,4,1,2,4,4,4,2,,,,2,2,2,2,2,2,3,4,3,3,3,1,1,3,3,3,3,3,3,3,2,5,5,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,4,4,4,4,3,5,1,0,4,374.68,4,,10,,5,6,10/23/2022 15:25:00,8,2,6,6,6,6,2,2,2,2,3,,3,2,3,2,3,5,,5,2,2,2,2,,"85259",1.835453748703,2,2
1823,"766fxm8251g2bau7",10/23/2022 16:26:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1964,0,0,1,0,0,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,,4,4,4,1,3,4,4,4,4,,,,,,,4,4,,,5,4,3,4,4,4,2,4,4,2,,,,2,2,2,4,4,3,1,1,4,3,3,2,1,4,4,4,4,4,4,4,4,5,5,,,1,0,0,0,1,0,,,,,,4,0,0,1,0,0,1,1,4,4,4,4,6,1,1,0,4,469.78,14,,10,,1,2,10/23/2022 16:17:00,14,2,5,6,5,6,1,4,4,4,5,,5,3,2,5,5,1,,5,4,4,4,1,,"86335",1.835453748703,2,2
1830,"khdjyn3wbmdejjv2",10/23/2022 17:36:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1951,0,0,0,1,0,1,3,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,3,3,3,5,4,2,4,3,3,,,,,,,4,5,,,4,4,4,4,4,4,3,4,4,1,1,1,0,4,1,1,2,1,2,1,4,4,1,2,1,2,2,2,2,4,2,1,4,2,2,2,,,1,1,0,0,0,0,,,,,,4,0,0,0,1,0,0,0,1,1,1,1,5,4,0,1,3,1167.29,14,,10,,1,2,10/23/2022 17:16:00,8,3,4,4,4,1,2,2,4,2,4,1,,2,1,4,3,4,2,,3,4,3,,2,"85338",2.41749739646912,2,3
1834,"6cs0sjn6vefc2yvm",10/23/2022 17:36:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1954,0,0,0,1,0,1,4,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,4,1,10,4,2,4,1,4,,,,,,,4,2,,,4,4,4,1,3,4,4,4,4,1,0,1,0,1,4,1,1,1,1,1,1,4,3,2,1,1,2,4,2,4,2,4,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,2,0,1,3,1092.53,4,,10,,5,6,10/23/2022 17:17:00,8,3,4,4,4,1,3,2,3,3,3,3,,1,2,5,5,0,4,,4,4,4,,1,"85351",2.41749739646912,2,3
1836,"298pwd3p60upj773",10/23/2022 17:40:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1970,0,0,1,0,0,1,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,2,4,10,2,4,2,4,2,,,,,,,2,2,,,2,4,1,2,1,4,4,4,4,2,,,,2,1,1,1,1,1,2,4,3,2,3,1,3,1,4,1,1,1,1,1,3,1,1,,,3,1,0,0,0,0,,,,,,4,0,0,1,1,0,0,0,1,1,1,1,2,1,1,0,3,931.54,13,,10,,5,6,10/23/2022 17:23:00,4,2,2,2,2,3,2,2,2,1,2,,3,1,3,2,1,10,,5,1,1,2,2,,"85541",1.91946589946747,2,2
1838,"354sydgdq7nee20x",10/23/2022 17:41:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1950,0,0,0,1,0,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,2,4,2,10,4,2,4,2,4,,,,,,,4,5,,,4,4,2,1,3,1,4,4,4,2,,,,3,4,2,1,2,2,4,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,1,5,2,0,1,3,1002.68,4,,10,,5,6,10/23/2022 17:24:00,12,3,5,4,4,2,2,4,4,3,3,2,,3,2,1,2,7,5,,2,4,4,,1,"85122",1.93884479999542,2,3
1846,"ex0f5tw1wpsr3v9w",10/23/2022 18:10:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1937,0,0,0,1,0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,1,4,1,10,4,1,4,2,4,,,,,,,4,2,,,4,4,3,2,3,4,1,1,4,1,0,1,0,3,2,2,3,2,2,4,3,2,1,2,2,3,2,2,2,3,2,3,2,1,2,2,,,1,1,0,0,0,0,,,,,,2,0,1,0,0,0,1,0,1,1,1,1,3,6,1,0,3,2259.35,12,,11,,1,1,10/23/2022 17:32:00,8,2,4,4,4,2,1,2,3,2,3,,1,2,1,2,1,5,,3,4,4,1,2,,"85383",2.31339430809021,2,2
1849,"r2s0ug77v8erd9ys",10/23/2022 17:48:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1950,0,0,0,1,0,1,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,2,2,2,8,4,4,4,2,4,,,,,,,2,2,,,3,1,4,1,2,1,1,1,4,2,,,,1,1,1,1,1,1,1,3,3,2,3,2,3,1,1,3,1,1,1,1,2,5,1,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,3,2,0,1,3,720.52,14,,10,,1,2,10/23/2022 17:35:00,8,3,2,2,3,6,1,2,1,1,3,2,,2,3,2,4,8,1,,1,1,2,,2,"85040",1.91946589946747,2,3
1850,"hcksqdf89c6kgwm1",10/23/2022 17:43:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1965,0,0,1,0,0,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1,1,2,4,4,10,4,4,4,2,2,,,,,,,4,3,,,4,4,2,1,1,1,4,4,4,1,1,1,1,2,2,1,1,2,1,1,1,1,2,3,2,2,2,2,1,1,2,2,1,1,2,5,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,4,1,0,1,3,432.73,14,,10,,1,2,10/23/2022 17:35:00,11,2,4,4,4,1,3,3,2,2,2,1,,1,3,1,1,8,2,,1,1,2,,2,"85705",2.41749739646912,2,2
1854,"wtuy2t2y7b6zfrkx",10/23/2022 18:01:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1953,0,0,0,1,0,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,3,1,4,1,10,4,1,4,1,4,,,,,,,4,3,,,4,4,4,4,4,4,2,1,4,2,,,,4,4,1,4,2,4,1,4,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,1,1,1,1,5,2,1,0,3,1290.27,13,,11,,5,6,10/23/2022 17:39:00,8,3,3,4,4,1,1,1,4,3,4,,1,2,3,1,4,0,,4,4,4,1,2,,"85202",2.54473376274109,2,3
1856,"8xt50zqejumf9552",10/23/2022 18:30:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1947,0,0,0,1,0,1,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,3,2,1,9,4,1,4,1,4,,,,,,,3,2,,,4,4,4,4,4,4,4,4,4,2,,,,4,4,1,1,1,1,1,2,4,1,1,1,1,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,4,6,1,0,3,2795.06,13,,11,,5,6,10/23/2022 17:42:00,8,3,4,4,4,1,1,2,2,2,2,,3,2,3,1,4,3,,5,2,4,1,2,,"85284",2.4174976348877,2,3
1858,"6ft99xckchkeju15",10/23/2022 18:15:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1956,0,0,0,1,0,1,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,4,4,2,0,4,1,4,1,4,,,,,,,4,6,,,6,4,2,4,4,4,4,4,4,2,,,,4,4,1,4,1,1,1,1,4,1,3,2,1,2,2,2,1,2,2,2,1,2,2,,,1,0,0,0,1,0,,,,,,2,0,0,0,0,0,1,0,1,1,1,1,4,3,0,1,3,1537.44,4,,10,,5,6,10/23/2022 17:49:00,9,3,4,6,6,2,2,2,1,1,3,2,,2,2,4,3,0,4,,1,4,4,,1,"86445",2.64993619918823,2,3
1859,"ujpm7kz8s9f17gnh",10/23/2022 17:59:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1969,0,0,1,0,0,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,1,3,3,3,5,3,1,3,3,3,,,,,,,3,3,,,6,4,1,2,1,2,4,4,4,2,,,,3,3,2,2,2,2,3,2,3,1,3,2,1,3,3,2,3,3,3,1,2,2,2,,,,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,1,1,4,1,1,0,3,577.75,14,,10,,1,2,10/23/2022 17:49:00,11,3,6,6,6,6,2,2,2,2,3,,3,2,3,3,3,5,,2,3,3,2,1,,"85641",1.835453748703,2,3
1862,"5byc9a0ja35zwqnq",10/23/2022 18:20:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1963,0,0,1,0,0,1,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,,3,4,3,0,4,1,4,2,4,,,,,,,3,4,,,3,4,1,3,2,3,1,1,4,2,,,,1,3,2,3,2,2,2,4,4,1,1,1,2,2,2,2,4,2,4,2,1,2,2,,,1,1,0,0,0,0,,,,,,4,0,0,0,1,0,0,0,4,1,1,1,5,1,0,1,3,1714.31,14,,10,,1,2,10/23/2022 17:51:00,11,3,3,4,3,2,2,2,4,3,4,1,,2,2,3,2,0,4,,4,4,3,,2,"85712",2.41749739646912,2,3
1863,"84v08rfk12zxhay3",10/23/2022 18:02:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1953,0,0,0,1,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,1,4,1,10,4,1,4,1,4,,,,,,,4,4,,,4,4,1,4,4,4,4,1,4,2,,,,4,2,2,3,4,3,1,1,1,1,3,2,1,2,2,2,3,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,4,1,0,3,590.3,12,,13,,3,6,10/23/2022 17:52:00,8,3,4,4,4,1,2,2,4,1,3,,1,2,3,1,2,4,,4,2,3,2,2,,"85388",2.41749739646912,2,3
1864,"s8tqths8ahtxdp54",10/23/2022 18:11:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1949,0,0,0,1,0,1,4,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,3,2,1,4,2,4,2,4,,,,,,,4,2,,,4,4,4,4,4,4,4,4,4,2,,,,4,3,2,2,2,2,2,3,2,2,3,2,1,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,1,5,4,0,1,3,730.58,4,,10,,5,6,10/23/2022 17:58:00,8,3,4,4,4,1,2,2,4,3,3,1,,2,2,2,4,1,4,,3,4,2,,1,"85373",2.54473376274109,2,3
1865,"azfqq27peu60kz5f",10/23/2022 18:19:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1939,0,0,0,1,0,1,5,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,1,4,4,10,4,1,4,1,4,,,,,,,4,4,,,4,4,4,4,4,4,4,1,4,2,,,,4,3,2,3,2,3,4,2,2,3,3,2,1,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,1,1,5,4,1,0,3,1161.66,12,,11,,1,1,10/23/2022 17:59:00,8,3,4,4,4,1,1,2,4,3,3,,2,2,3,1,3,0,,4,4,4,1,1,,"85249",2.54473447799683,2,3
1867,"6b8k38q9e2w0pvbc",10/23/2022 18:19:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1950,0,0,0,1,0,1,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,1,4,1,10,4,1,4,1,4,,,,,,,4,5,,,4,4,1,1,4,4,4,1,3,1,0,0,1,2,4,2,4,1,1,1,3,3,1,2,2,1,2,2,2,4,2,4,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,3,1,0,3,644.17,12,,11,,1,6,10/23/2022 18:08:00,8,3,4,4,4,1,1,2,4,3,3,,1,1,3,2,2,0,,4,4,4,2,2,,"85207",2.4174976348877,2,3
1869,"u5evvbbyp7bt26sp",10/23/2022 18:28:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1957,0,0,0,1,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,3,3,7,4,2,4,3,4,,,,,,,4,2,,,3,4,4,1,2,2,4,1,4,2,,,,4,2,2,4,3,2,4,4,4,1,3,2,1,2,2,2,3,2,4,2,2,2,2,,,1,0,0,0,1,0,,,,,,1,0,0,0,1,0,1,0,1,1,1,4,3,3,1,0,3,985.08,14,,10,,3,2,10/23/2022 18:11:00,8,2,3,4,2,6,1,2,3,1,4,,1,2,3,1,2,4,,5,2,4,2,2,,"85209",2.4174976348877,2,2
1870,"nf4sgxnqrnzzw2p0",10/23/2022 18:19:00,113,2,3,2,,0,0,0,1,0,0,0,1,1,1964,0,0,1,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,1,1,4,1,10,4,1,4,2,4,,,,,,,4,2,,,4,4,4,4,3,4,1,1,4,2,,,,4,4,4,4,4,4,4,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,,,1,0,0,0,1,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,1,0,1,6,425.81,12,,13,,1,1,10/23/2022 18:12:00,15,3,4,4,4,1,2,2,4,2,5,1,,3,2,1,5,10,4,,4,4,3,,1,"85364",2.54473376274109,2,3
1871,"s00kx2fj4hd50vnv",10/23/2022 18:23:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1999,1,0,0,0,0,1,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,1,2,2,2,5,4,2,4,2,3,,,,,,,4,6,,,6,2,2,3,2,2,1,3,4,2,,,,2,2,1,2,1,4,3,3,4,1,2,2,3,2,2,2,4,4,1,4,1,2,2,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,3,3,3,4,4,0,1,4,607.91,12,,11,,1,1,10/23/2022 18:12:00,8,3,4,4,4,4,2,3,2,2,3,2,,2,3,3,2,4,3,,4,2,1,,2,"85251",2.54473447799683,2,3
